78517,0
78518,0
78519,0
78520,0
78521,0
78522,0
78523,0
78524,0
78525,0
78526,0
78527,0
78528,0
78529,1
78530,0
78531,0
78532,0
78533,0
78534,0
78535,0
78536,0
78537,0
78538,0
78539,0
78540,0
78541,0
78542,0
78543,0
78544,0
78545,0
78546,0
78547,0
78548,1
78549,0
78550,0
78551,0
78552,0
78553,1
78554,0
78555,0
78556,0
78557,0
78558,0
78559,0
78560,0
78561,0
78562,0
78563,0
78564,0
78565,0
78566,0
78567,0
78568,0
78569,0
78570,0
78571,0
78572,0
78573,0
78574,0
78575,0
78576,1
78577,0
78578,1
78579,1
78580,0
78581,0
78582,0
78583,0
78584,0
78585,0
78586,0
78587,0
78588,0
78589,0
78590,0
78591,0
78592,1
78593,1
78594,0
78595,0
78596,0
78597,0
78598,0
78599,0
78600,0
78601,0
78602,0
78603,1
78604,0
78605,0
78606,1
78607,0
78608,0
78609,0
78610,0
78611,0
78612,0
78613,0
78614,1
78615,0
78616,0
78617,0
78618,0
78619,0
78620,1
78621,0
78622,0
78623,0
78624,0
78625,0
78626,0
78627,0
78628,1
78629,0
78630,0
78631,0
78632,0
78633,0
78634,0
78635,1
78636,0
78637,0
78638,0
78639,0
78640,0
78641,0
78642,0
78643,0
78644,0
78645,0
78646,0
78647,0
78648,0
78649,0
78650,0
78651,0
78652,0
78653,0
78654,0
78655,0
78656,1
78657,0
78658,0
78659,0
78660,0
78661,0
78662,0
78663,0
78664,0
78665,0
78666,0
78667,0
78668,1
78669,0
78670,0
78671,0
78672,0
78673,0
78674,0
78675,0
78676,0
78677,0
78678,0
78679,0
78680,0
78681,0
78682,1
78683,0
78684,0
78685,1
78686,0
78687,0
78688,0
78689,1
78690,0
78691,0
78692,1
78693,0
78694,0
78695,0
78696,0
78697,0
78698,0
78699,0
78700,0
78701,0
78702,0
78703,1
78704,0
78705,0
78706,0
78707,0
78708,0
78709,0
78710,0
78711,0
78712,0
78713,0
78714,0
78715,0
78716,0
78717,0
78718,0
78719,0
78720,0
78721,0
78722,0
78723,0
78724,0
78725,0
78726,0
78727,0
78728,0
78729,0
78730,0
78731,0
78732,0
78733,0
78734,0
78735,0
78736,0
78737,0
78738,0
78739,0
78740,0
78741,0
78742,0
78743,0
78744,0
78745,1
78746,1
78747,0
78748,0
78749,0
78750,0
78751,0
78752,0
78753,0
78754,0
78755,0
78756,0
78757,0
78758,0
78759,0
78760,1
78761,0
78762,0
78763,0
78764,0
78765,0
78766,1
78767,1
78768,0
78769,0
78770,0
78771,0
78772,0
78773,0
78774,0
78775,0
78776,0
78777,0
78778,0
78779,0
78780,0
78781,0
78782,0
78783,0
78784,0
78785,0
78786,0
78787,0
78788,0
78789,0
78790,0
78791,0
78792,0
78793,0
78794,0
78795,0
78796,0
78797,0
78798,0
78799,0
78800,0
78801,0
78802,0
78803,0
78804,0
78805,0
78806,0
78807,0
78808,0
78809,0
78810,0
78811,0
78812,0
78813,0
78814,0
78815,0
78816,0
78817,0
78818,0
78819,0
78820,0
78821,0
78822,0
78823,1
78824,0
78825,0
78826,0
78827,0
78828,0
78829,0
78830,0
78831,0
78832,0
78833,0
78834,0
78835,0
78836,0
78837,0
78838,1
78839,0
78840,0
78841,0
78842,0
78843,1
78844,0
78845,0
78846,0
78847,0
78848,0
78849,1
78850,1
78851,0
78852,0
78853,0
78854,0
78855,0
78856,0
78857,0
78858,0
78859,0
78860,0
78861,0
78862,0
78863,0
78864,1
78865,0
78866,0
78867,0
78868,0
78869,0
78870,0
78871,0
78872,0
78873,0
78874,0
78875,0
78876,0
78877,0
78878,0
78879,0
78880,0
78881,1
78882,0
78883,0
78884,1
78885,0
78886,0
78887,0
78888,0
78889,1
78890,0
78891,0
78892,0
78893,0
78894,0
78895,0
78896,0
78897,0
78898,0
78899,0
78900,0
78901,0
78902,0
78903,0
78904,0
78905,0
78906,0
78907,1
78908,0
78909,1
78910,0
78911,0
78912,0
78913,0
78914,0
78915,0
78916,0
78917,0
78918,0
78919,0
78920,0
78921,0
78922,0
78923,0
78924,0
78925,0
78926,0
78927,0
78928,0
78929,0
78930,0
78931,0
78932,0
78933,0
78934,0
78935,1
78936,0
78937,0
78938,0
78939,0
78940,0
78941,0
78942,0
78943,1
78944,0
78945,0
78946,0
78947,0
78948,0
78949,0
78950,0
78951,0
78952,0
78953,0
78954,0
78955,0
78956,0
78957,0
78958,0
78959,0
78960,0
78961,0
78962,0
78963,0
78964,0
78965,0
78966,0
78967,0
78968,0
78969,0
78970,0
78971,0
78972,0
78973,0
78974,0
78975,0
78976,0
78977,0
78978,0
78979,0
78980,0
78981,0
78982,0
78983,0
78984,0
78985,0
78986,0
78987,0
78988,0
78989,0
78990,0
78991,0
78992,0
78993,0
78994,0
78995,1
78996,0
78997,0
78998,0
78999,0
79000,0
79001,0
79002,0
79003,0
79004,0
79005,0
79006,0
79007,0
79008,0
79009,0
79010,0
79011,0
79012,0
79013,0
79014,0
79015,0
