85019,0
85020,0
85021,0
85022,0
85023,0
85024,0
85025,0
85026,0
85027,0
85028,0
85029,0
85030,0
85031,0
85032,0
85033,0
85034,0
85035,1
85036,0
85037,0
85038,0
85039,1
85040,0
85041,0
85042,0
85043,0
85044,0
85045,0
85046,0
85047,0
85048,0
85049,0
85050,0
85051,0
85052,0
85053,0
85054,0
85055,0
85056,0
85057,0
85058,0
85059,0
85060,0
85061,1
85062,0
85063,0
85064,1
85065,0
85066,0
85067,0
85068,0
85069,1
85070,0
85071,0
85072,0
85073,0
85074,0
85075,0
85076,0
85077,0
85078,0
85079,0
85080,0
85081,0
85082,0
85083,0
85084,0
85085,0
85086,0
85087,0
85088,0
85089,0
85090,0
85091,0
85092,0
85093,1
85094,0
85095,0
85096,0
85097,0
85098,0
85099,0
85100,0
85101,0
85102,0
85103,0
85104,0
85105,0
85106,0
85107,0
85108,0
85109,0
85110,0
85111,1
85112,0
85113,0
85114,0
85115,0
85116,1
85117,0
85118,0
85119,0
85120,0
85121,0
85122,0
85123,0
85124,0
85125,0
85126,0
85127,1
85128,0
85129,1
85130,1
85131,0
85132,0
85133,0
85134,0
85135,0
85136,1
85137,0
85138,0
85139,1
85140,0
85141,0
85142,0
85143,0
85144,1
85145,0
85146,0
85147,0
85148,0
85149,0
85150,0
85151,0
85152,0
85153,0
85154,0
85155,0
85156,0
85157,0
85158,0
85159,0
85160,0
85161,0
85162,1
85163,0
85164,0
85165,1
85166,0
85167,0
85168,0
85169,0
85170,0
85171,0
85172,0
85173,0
85174,0
85175,0
85176,0
85177,0
85178,0
85179,0
85180,0
85181,0
85182,0
85183,0
85184,0
85185,0
85186,0
85187,0
85188,0
85189,0
85190,0
85191,1
85192,0
85193,0
85194,0
85195,0
85196,0
85197,0
85198,0
85199,0
85200,0
85201,1
85202,0
85203,0
85204,0
85205,0
85206,0
85207,0
85208,0
85209,0
85210,0
85211,0
85212,0
85213,0
85214,1
85215,1
85216,0
85217,0
85218,0
85219,0
85220,0
85221,0
85222,1
85223,0
85224,1
85225,0
85226,0
85227,0
85228,0
85229,0
85230,1
85231,0
85232,0
85233,0
85234,1
85235,1
85236,0
85237,0
85238,0
85239,0
85240,1
85241,0
85242,0
85243,0
85244,0
85245,0
85246,0
85247,0
85248,0
85249,0
85250,1
85251,0
85252,0
85253,0
85254,0
85255,0
85256,0
85257,1
85258,0
85259,0
85260,1
85261,0
85262,0
85263,0
85264,1
85265,0
85266,0
85267,0
85268,0
85269,0
85270,0
85271,0
85272,1
85273,0
85274,1
85275,0
85276,0
85277,0
85278,0
85279,0
85280,0
85281,0
85282,0
85283,1
85284,0
85285,0
85286,0
85287,0
85288,1
85289,0
85290,0
85291,0
85292,0
85293,0
85294,0
85295,0
85296,0
85297,0
85298,0
85299,0
85300,0
85301,0
85302,0
85303,0
85304,0
85305,0
85306,0
85307,1
85308,0
85309,0
85310,1
85311,0
85312,0
85313,0
85314,0
85315,1
85316,0
85317,1
85318,0
85319,0
85320,0
85321,0
85322,0
85323,0
85324,0
85325,0
85326,0
85327,0
85328,0
85329,0
85330,0
85331,1
85332,0
85333,0
85334,0
85335,1
85336,1
85337,0
85338,0
85339,0
85340,0
85341,0
85342,1
85343,0
85344,0
85345,0
85346,1
85347,0
85348,0
85349,0
85350,0
85351,0
85352,0
85353,0
85354,0
85355,0
85356,0
85357,0
85358,0
85359,0
85360,0
85361,0
85362,0
85363,1
85364,0
85365,1
85366,0
85367,0
85368,0
85369,0
85370,0
85371,0
85372,0
85373,0
85374,0
85375,0
85376,0
85377,1
85378,0
85379,0
85380,0
85381,0
85382,0
85383,0
85384,0
85385,0
85386,0
85387,0
85388,0
85389,0
85390,0
85391,0
85392,0
85393,0
85394,0
85395,0
85396,0
85397,0
85398,0
85399,0
85400,0
85401,0
85402,0
85403,1
85404,0
85405,0
85406,0
85407,0
85408,0
85409,1
85410,0
85411,0
85412,0
85413,0
85414,0
85415,1
85416,0
85417,0
85418,0
85419,1
85420,0
85421,0
85422,0
85423,0
85424,0
85425,1
85426,0
