78017,0
78018,1
78019,0
78020,0
78021,0
78022,1
78023,0
78024,0
78025,0
78026,0
78027,0
78028,0
78029,0
78030,0
78031,0
78032,0
78033,0
78034,0
78035,0
78036,0
78037,0
78038,0
78039,0
78040,0
78041,0
78042,0
78043,0
78044,0
78045,0
78046,0
78047,1
78048,0
78049,1
78050,0
78051,0
78052,0
78053,0
78054,1
78055,0
78056,0
78057,0
78058,0
78059,0
78060,0
78061,0
78062,0
78063,0
78064,0
78065,0
78066,0
78067,0
78068,0
78069,0
78070,0
78071,0
78072,0
78073,1
78074,0
78075,0
78076,0
78077,0
78078,0
78079,0
78080,0
78081,1
78082,0
78083,0
78084,0
78085,0
78086,0
78087,0
78088,0
78089,0
78090,0
78091,0
78092,0
78093,0
78094,0
78095,0
78096,0
78097,0
78098,1
78099,0
78100,0
78101,0
78102,0
78103,0
78104,1
78105,0
78106,0
78107,0
78108,0
78109,0
78110,0
78111,0
78112,0
78113,0
78114,0
78115,0
78116,0
78117,1
78118,0
78119,0
78120,1
78121,0
78122,0
78123,0
78124,0
78125,0
78126,1
78127,0
78128,0
78129,0
78130,0
78131,0
78132,0
78133,0
78134,1
78135,0
78136,0
78137,0
78138,0
78139,0
78140,0
78141,0
78142,1
78143,0
78144,0
78145,0
78146,0
78147,0
78148,0
78149,0
78150,0
78151,0
78152,0
78153,0
78154,0
78155,0
78156,0
78157,1
78158,0
78159,0
78160,0
78161,0
78162,0
78163,0
78164,0
78165,0
78166,0
78167,0
78168,0
78169,0
78170,0
78171,0
78172,0
78173,0
78174,0
78175,0
78176,0
78177,0
78178,0
78179,1
78180,0
78181,0
78182,0
78183,0
78184,1
78185,0
78186,0
78187,1
78188,0
78189,1
78190,0
78191,1
78192,0
78193,0
78194,0
78195,0
78196,0
78197,0
78198,0
78199,0
78200,0
78201,0
78202,0
78203,0
78204,0
78205,0
78206,0
78207,0
78208,0
78209,0
78210,0
78211,0
78212,0
78213,0
78214,0
78215,1
78216,1
78217,0
78218,1
78219,0
78220,1
78221,0
78222,0
78223,0
78224,0
78225,0
78226,0
78227,0
78228,0
78229,1
78230,0
78231,0
78232,0
78233,0
78234,0
78235,0
78236,0
78237,0
78238,0
78239,0
78240,0
78241,0
78242,0
78243,0
78244,0
78245,0
78246,1
78247,0
78248,0
78249,0
78250,0
78251,0
78252,0
78253,0
78254,0
78255,0
78256,0
78257,1
78258,0
78259,0
78260,0
78261,0
78262,0
78263,1
78264,0
78265,0
78266,0
78267,0
78268,0
78269,0
78270,0
78271,0
78272,1
78273,0
78274,0
78275,0
78276,0
78277,0
78278,1
78279,0
78280,0
78281,0
78282,0
78283,0
78284,0
78285,0
78286,0
78287,0
78288,0
78289,0
78290,0
78291,0
78292,0
78293,0
78294,1
78295,0
78296,0
78297,0
78298,0
78299,0
78300,0
78301,1
78302,0
78303,0
78304,0
78305,0
78306,0
78307,0
78308,0
78309,1
78310,0
78311,0
78312,1
78313,0
78314,0
78315,0
78316,0
78317,1
78318,1
78319,0
78320,0
78321,1
78322,0
78323,0
78324,1
78325,0
78326,0
78327,0
78328,0
78329,0
78330,0
78331,0
78332,0
78333,0
78334,0
78335,0
78336,0
78337,0
78338,0
78339,0
78340,0
78341,0
78342,0
78343,0
78344,0
78345,0
78346,1
78347,1
78348,0
78349,0
78350,0
78351,0
78352,0
78353,0
78354,0
78355,0
78356,0
78357,0
78358,0
78359,0
78360,0
78361,0
78362,0
78363,0
78364,0
78365,1
78366,0
78367,0
78368,0
78369,0
78370,0
78371,0
78372,0
78373,0
78374,0
78375,0
78376,0
78377,0
78378,0
78379,0
78380,0
78381,0
78382,0
78383,0
78384,0
78385,0
78386,1
78387,0
78388,0
78389,0
78390,1
78391,0
78392,0
78393,1
78394,0
78395,0
78396,0
78397,1
78398,0
78399,0
78400,0
78401,0
78402,0
78403,0
78404,0
78405,1
78406,0
78407,0
78408,0
78409,0
78410,0
78411,1
78412,1
78413,0
78414,0
78415,1
78416,0
78417,0
78418,0
78419,0
78420,0
78421,1
78422,0
78423,0
78424,0
78425,0
78426,0
78427,0
78428,0
78429,0
78430,1
78431,0
78432,1
78433,0
78434,0
78435,0
78436,1
78437,0
78438,0
78439,0
78440,0
78441,0
78442,1
78443,0
78444,1
78445,0
78446,1
78447,0
78448,0
78449,1
78450,0
78451,0
78452,0
78453,0
78454,0
78455,0
78456,0
78457,0
78458,0
78459,0
78460,0
78461,0
78462,0
78463,1
78464,0
78465,0
78466,0
78467,1
78468,0
78469,0
78470,0
78471,0
78472,0
78473,0
78474,0
78475,0
78476,0
78477,0
78478,0
78479,0
78480,1
78481,0
78482,0
78483,0
78484,0
78485,0
78486,0
78487,0
78488,0
78489,0
78490,0
78491,0
78492,0
78493,1
78494,0
78495,0
78496,0
78497,0
78498,0
78499,0
78500,0
78501,0
78502,0
78503,0
78504,1
78505,0
78506,0
78507,0
78508,0
78509,0
78510,0
78511,0
78512,1
78513,0
78514,0
78515,0
