1074	38
928	105
743	26
558	6
514	390
506	31
493	137
446	67
426	152
375	25
375	548
339	234
339	359
337	129
304	757
302	138
297	7
292	233
284	122
263	27
239	253
231	797
227	28
227	225
224	326
223	66
204	554
202	83
202	205
199	1044
195	105 38
184	60
178	43
163	400
162	32
154	21
154	30
151	792
151	565
145	973
145	374
139	559
138	129 390
137	1163
135	237
131	435
129	38 548
128	731
126	190
125	601
125	196
122	547
117	326 6
115	105 26
114	594
113	526
112	211
112	353
112	299
111	129 26
111	1119
111	1022
107	811
105	85
104	603
104	26 83
102	42
102	400 66
101	88
